"team.id" "team.name" "team.logo" "league.id" "league.name" "league.country" "league.logo" "league.flag" "league.season" "games.appearences" "games.lineups" "games.minutes" "games.number" "games.position" "games.rating" "games.captain" "substitutes.in" "substitutes.out" "substitutes.bench" "shots.total" "shots.on" "goals.total" "goals.conceded" "goals.assists" "goals.saves" "passes.total" "passes.key" "passes.accuracy" "tackles.total" "tackles.blocks" "tackles.interceptions" "duels.total" "duels.won" "dribbles.attempts" "dribbles.success" "dribbles.past" "fouls.drawn" "fouls.committed" "cards.yellow" "cards.yellowred" "cards.red" "penalty.won" "penalty.commited" "penalty.scored" "penalty.missed" "penalty.saved" "player.id" "player.name" "player.firstname" "player.lastname" "player.age" "player.nationality" "player.height" "player.weight" "player.injured" "player.photo" "player.birth.date" "player.birth.place" "player.birth.country" "id"
"419" 543 "Real Betis" "https://media-1.api-sports.io/football/teams/543.png" 140 "La Liga" "Spain" "https://media.api-sports.io/football/leagues/140.png" "https://media.api-sports.io/flags/es.svg" 2021 33 18 1573 NA "Attacker" "6.818750" FALSE 15 16 19 30 19 10 0 NA NA 332 15 7 6 1 4 177 70 32 13 NA 31 25 4 0 0 NA NA 3 0 NA 47348 "Borja Iglesias" "Borja" "Iglesias Quintás" 30 "Spain" "187 cm" "86 kg" FALSE "https://media-1.api-sports.io/football/players/47348.png" "1993-01-17" "Santiago de Compostela" "Spain" 19
"420" 533 "Villarreal" "https://media.api-sports.io/football/teams/533.png" 140 "La Liga" "Spain" "https://media-2.api-sports.io/football/leagues/140.png" "https://media.api-sports.io/flags/es.svg" 2021 17 14 1193 NA "Attacker" "7.358823" FALSE 3 5 4 29 17 9 0 3 NA 432 30 17 5 1 6 160 76 61 39 NA 14 11 2 0 0 NA NA 1 1 NA 1707 "Gerard Moreno" "Gerard" "Moreno Balagueró" 31 "Spain" "180 cm" "77 kg" FALSE "https://media.api-sports.io/football/players/1707.png" "1992-04-07" "Santa Perpètua de Mogoda" "Spain" 20
"421" 547 "Girona" "https://media-2.api-sports.io/football/teams/547.png" 141 "Segunda División" "Spain" "https://media-1.api-sports.io/football/leagues/141.png" "https://media.api-sports.io/flags/es.svg" 2021 41 30 2894 NA "Attacker" "7.016216" FALSE 11 12 11 79 54 24 0 1 NA 348 16 7 15 3 6 266 117 12 5 NA 35 64 14 0 0 NA NA 5 2 NA 2617 "C. Stuani" "Cristhian Ricardo" "Stuani Curbelo" 37 "Uruguay" "186 cm" "76 kg" FALSE "https://media-1.api-sports.io/football/players/2617.png" "1986-10-12" "Tala" "Uruguay" 1
"422" 718 "Oviedo" "https://media.api-sports.io/football/teams/718.png" 141 "Segunda División" "Spain" "https://media-2.api-sports.io/football/leagues/141.png" "https://media-2.api-sports.io/flags/es.svg" 2021 40 36 3237 NA "Attacker" "6.971794" FALSE 4 13 5 68 35 22 0 1 NA 707 21 12 12 6 8 491 208 28 18 NA 65 48 4 0 0 NA NA 7 3 NA 47370 "Borja Bastón" "Borja" "González Tomás" 31 "Spain" "186 cm" "83 kg" FALSE "https://media-1.api-sports.io/football/players/47370.png" "1992-08-25" "Madrid" "Spain" 2
"423" 545 "Eibar" "https://media.api-sports.io/football/teams/545.png" 141 "Segunda División" "Spain" "https://media-2.api-sports.io/football/leagues/141.png" "https://media-1.api-sports.io/flags/es.svg" 2021 40 38 3068 NA "Midfielder" "7.073684" FALSE 2 32 4 68 42 21 0 5 NA 748 37 13 37 NA 15 315 142 43 27 NA 40 36 7 0 1 NA NA 2 0 NA 46740 "Stoichkov" "Juan Diego" "Molina Martínez" 30 "Spain" "178 cm" "71 kg" FALSE "https://media-2.api-sports.io/football/players/46740.png" "1993-11-05" "Los Barrios" "Spain" 3
"424" 720 "Valladolid" "https://media-2.api-sports.io/football/teams/720.png" 141 "Segunda División" "Spain" "https://media-2.api-sports.io/football/leagues/141.png" "https://media-1.api-sports.io/flags/es.svg" 2021 38 37 3158 NA "Attacker" "7.052777" FALSE 1 12 1 69 40 20 0 3 NA 387 30 7 24 3 12 223 94 27 12 NA 22 14 3 0 1 NA NA 0 0 NA 70339 "S. Weissman" "Shon Zalman" "Weissman" 27 "Israel" "174 cm" "72 kg" FALSE "https://media.api-sports.io/football/players/70339.png" "1996-02-14" "Kiryat Bialik" "Israel" 4
"425" 5262 "FC Cartagena" "https://media.api-sports.io/football/teams/5262.png" 141 "Segunda División" "Spain" "https://media.api-sports.io/football/leagues/141.png" "https://media.api-sports.io/flags/es.svg" 2021 41 39 3192 NA "Attacker" "7.055000" FALSE 2 21 2 69 40 20 0 7 NA 505 32 9 3 4 3 169 81 30 15 NA 51 15 2 0 0 NA NA 7 1 NA 47012 "Rubén Castro" "Rubén" "Castro Martín" 42 "Spain" "169 cm" "68 kg" FALSE "https://media-1.api-sports.io/football/players/47012.png" "1981-06-27" "Las Palmas de Gran Canaria" "Spain" 5
"426" 723 "Almeria" "https://media-1.api-sports.io/football/teams/723.png" 141 "Segunda División" "Spain" "https://media.api-sports.io/football/leagues/141.png" "https://media.api-sports.io/flags/es.svg" 2021 36 34 3048 NA "Attacker" "7.008571" FALSE 2 14 2 90 42 18 0 9 NA 567 36 10 16 2 4 467 182 136 64 NA 42 57 6 0 0 NA NA 0 3 NA 31406 "U. Sadiq" "Umar" "Sadiq Mesbah" 26 "Nigeria" "192 cm" "75 kg" FALSE "https://media.api-sports.io/football/players/31406.png" "1997-02-02" "Kaduna" "Nigeria" 6
"427" 799 "Mirandes" "https://media-2.api-sports.io/football/teams/799.png" 141 "Segunda División" "Spain" "https://media.api-sports.io/football/leagues/141.png" "https://media-2.api-sports.io/flags/es.svg" 2021 36 34 2897 NA "Attacker" "7.011111" FALSE 2 19 2 76 46 15 0 4 NA 734 42 14 12 NA 10 318 115 78 36 NA 34 23 6 0 0 NA NA 0 2 NA 52 "Sergio Camello" "Sergio" "Camello Pérez" 22 "Spain" "177 cm" "69 kg" FALSE "https://media-2.api-sports.io/football/players/52.png" "2001-02-10" "Madrid" "Spain" 7
"428" 726 "Huesca" "https://media.api-sports.io/football/teams/726.png" 141 "Segunda División" "Spain" "https://media.api-sports.io/football/leagues/141.png" "https://media-2.api-sports.io/flags/es.svg" 2021 39 37 3239 NA "Midfielder" "7.025641" FALSE 2 7 2 49 29 14 0 4 NA 1131 34 22 53 7 19 396 174 74 40 NA 46 53 5 0 0 NA NA 1 0 NA 755 "Jaime Seoane" "Jaime" "Seoane Valenciano" 26 "Spain" "175 cm" "73 kg" FALSE "https://media-2.api-sports.io/football/players/755.png" "1997-01-22" "Madrid" "Spain" 8
"429" 534 "Las Palmas" "https://media-1.api-sports.io/football/teams/534.png" 141 "Segunda División" "Spain" "https://media.api-sports.io/football/leagues/141.png" "https://media-2.api-sports.io/flags/es.svg" 2021 34 34 2810 NA "Midfielder" "7.560606" FALSE 0 12 0 74 43 14 0 6 NA 2192 88 55 36 2 8 386 217 124 82 NA 87 35 5 0 0 NA NA 3 1 NA 12667 "Jonathan Viera" "Jonathan" "Viera Ramos" 34 "Spain" "171 cm" "66 kg" FALSE "https://media-2.api-sports.io/football/players/12667.png" "1989-10-21" "Las Palmas de Gran Canaria" "Spain" 9
"430" 731 "Sporting Gijon" "https://media.api-sports.io/football/teams/731.png" 141 "Segunda División" "Spain" "https://media-2.api-sports.io/football/leagues/141.png" "https://media-1.api-sports.io/flags/es.svg" 2021 36 34 3080 NA "Attacker" "6.934285" FALSE 2 6 2 87 42 14 0 5 NA 350 33 6 10 2 6 317 140 66 29 NA 80 57 12 0 0 NA NA 3 0 NA 46901 "U. Đurđević" "Uroš" "Đurđević" 29 "Montenegro" "181 cm" "78 kg" FALSE "https://media-2.api-sports.io/football/players/46901.png" "1994-03-02" "Beograd" "Serbia" 10
"431" 4907 "Ponferradina" "https://media-2.api-sports.io/football/teams/4907.png" 141 "Segunda División" "Spain" "https://media-1.api-sports.io/football/leagues/141.png" "https://media-1.api-sports.io/flags/es.svg" 2021 38 24 2206 NA "Attacker" "6.840540" FALSE 14 14 16 45 28 14 0 2 NA 381 19 8 11 6 7 158 71 29 14 NA 36 19 2 0 0 NA NA 5 0 NA 131547 "Yuri" "Yuri" "de Souza Fonseca" 41 "Brazil" "186 cm" "78 kg" FALSE "https://media-1.api-sports.io/football/players/131547.png" "1982-08-08" "Maceió" "Brazil" 11
"432" 9380 "Amorebieta" "https://media.api-sports.io/football/teams/9380.png" 141 "Segunda División" "Spain" "https://media.api-sports.io/football/leagues/141.png" "https://media-1.api-sports.io/flags/es.svg" 2021 37 31 2550 NA "Attacker" "6.930555" FALSE 6 24 9 75 34 13 0 1 NA 654 23 11 28 6 7 493 224 55 31 NA 34 50 4 0 0 NA NA 1 1 NA 47291 "Gorka Guruzeta" "Gorka" "Guruzeta Rodríguez" 27 "Spain" "188 cm" "77 kg" FALSE "https://media.api-sports.io/football/players/47291.png" "1996-09-12" "San Sebastián" "Spain" 12
"433" 719 "Tenerife" "https://media.api-sports.io/football/teams/719.png" 141 "Segunda División" "Spain" "https://media.api-sports.io/football/leagues/141.png" "https://media.api-sports.io/flags/es.svg" 2021 37 31 2673 NA "Attacker" "7.081818" FALSE 6 13 7 64 26 12 0 5 NA 447 28 7 27 4 8 464 206 25 10 NA 19 91 10 0 0 NA NA 2 0 NA 47581 "Enric Gallego" "Enrique" "Gallego Puigsech" 37 "Spain" "190 cm" "79 kg" FALSE "https://media-1.api-sports.io/football/players/47581.png" "1986-09-12" "Barcelona" "Spain" 13
"434" 547 "Girona" "https://media-2.api-sports.io/football/teams/547.png" 141 "Segunda División" "Spain" "https://media-1.api-sports.io/football/leagues/141.png" "https://media-1.api-sports.io/flags/es.svg" 2021 42 16 1512 NA "Attacker" "6.647368" FALSE 26 15 29 36 24 11 0 2 NA 182 6 3 7 NA 1 141 48 24 10 NA 21 20 5 0 0 NA NA 0 0 NA 35667 "N. Bustos" "Nahuel Lautaro" "Bustos" 25 "Argentina" "176 cm" "74 kg" FALSE "https://media-2.api-sports.io/football/players/35667.png" "1998-07-04" "Córdoba" "Argentina" 14
"435" 9390 "Ibiza" "https://media-1.api-sports.io/football/teams/9390.png" 141 "Segunda División" "Spain" "https://media-2.api-sports.io/football/leagues/141.png" "https://media-2.api-sports.io/flags/es.svg" 2021 36 26 2161 NA "Attacker" "6.948484" FALSE 10 16 15 48 31 11 0 5 NA 653 35 14 14 4 9 214 91 67 33 NA 22 23 2 0 0 NA NA 1 0 NA 47180 "Cristian Herrera" "Cristian Ignacio" "Herrera Pérez" 32 "Spain" "181 cm" "76 kg" FALSE "https://media-2.api-sports.io/football/players/47180.png" "1991-03-23" "Las Palmas de Gran Canaria" "Spain" 15
"436" 719 "Tenerife" "https://media-2.api-sports.io/football/teams/719.png" 141 "Segunda División" "Spain" "https://media-1.api-sports.io/football/leagues/141.png" "https://media-1.api-sports.io/flags/es.svg" 2021 44 35 2928 NA "Midfielder" "6.709756" FALSE 9 25 11 58 22 11 0 3 NA 551 25 9 27 2 11 447 180 72 33 NA 68 57 4 0 0 NA NA 1 0 NA 96253 "Elady Zorrilla" "Eladio" "Zorrilla Jiménez" 33 "Spain" "178 cm" "75 kg" FALSE "https://media.api-sports.io/football/players/96253.png" "1990-07-13" "La Puerta de Segura" "Spain" 16
"437" 9585 "Real Sociedad II" "https://media-2.api-sports.io/football/teams/9585.png" 141 "Segunda División" "Spain" "https://media-1.api-sports.io/football/leagues/141.png" "https://media.api-sports.io/flags/es.svg" 2021 36 25 2125 NA "Attacker" "6.711111" FALSE 11 14 13 46 28 11 0 1 NA 333 16 6 8 1 1 255 89 39 14 NA 30 32 5 0 0 NA NA 4 1 NA 183748 "Jon Karrikaburu" "Jon" "Karrikaburu Jaimerena" 21 "Spain" NA NA FALSE "https://media-1.api-sports.io/football/players/183748.png" "2002-09-19" "Elizondo" "Spain" 17
"438" 534 "Las Palmas" "https://media-2.api-sports.io/football/teams/534.png" 141 "Segunda División" "Spain" "https://media.api-sports.io/football/leagues/141.png" "https://media-1.api-sports.io/flags/es.svg" 2021 41 38 3092 NA "Attacker" "7.046341" FALSE 3 26 5 66 44 11 0 6 NA 726 59 13 21 NA 9 264 111 73 40 NA 37 37 4 0 0 NA NA 5 0 NA 1585 "Jesé" "Jesé" "Rodríguez Ruiz" 30 "Spain" "178 cm" "72 kg" FALSE "https://media-2.api-sports.io/football/players/1585.png" "1993-02-26" "Las Palmas de Gran Canaria" "Spain" 18
"439" 9580 "Burgos" "https://media-1.api-sports.io/football/teams/9580.png" 141 "Segunda División" "Spain" "https://media-2.api-sports.io/football/leagues/141.png" "https://media.api-sports.io/flags/es.svg" 2021 38 36 2987 NA "Midfielder" "6.961111" FALSE 2 21 4 51 32 10 0 5 NA 613 31 11 34 2 13 364 193 61 35 NA 77 27 5 0 1 NA NA 0 1 NA 46745 "Pablo Valcarce" "Pablo" "Valcarce Vidal" 31 "Spain" "173 cm" "70 kg" FALSE "https://media-2.api-sports.io/football/players/46745.png" "1992-02-03" "Ponferrada" "Spain" 19
"440" 4906 "Fuenlabrada" "https://media.api-sports.io/football/teams/4906.png" 141 "Segunda División" "Spain" "https://media-2.api-sports.io/football/leagues/141.png" "https://media-1.api-sports.io/flags/es.svg" 2021 39 38 3266 NA "Midfielder" "7.051282" FALSE 1 15 2 65 41 10 0 NA NA 881 64 15 45 2 26 306 152 74 35 NA 42 39 11 0 0 NA NA 7 1 NA 47392 "Pedro León Sánchez Gil" "Pedro León" "Sánchez Gil" 37 "Spain" "183 cm" "70 kg" FALSE "https://media-1.api-sports.io/football/players/47392.png" "1986-11-24" "Mula" "Spain" 20
"441" 1604 "New York City FC" "https://media.api-sports.io/football/teams/1604.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 35 35 3084 NA "Attacker" "7.247058" FALSE 0 12 0 115 61 22 0 8 NA 794 40 15 29 3 8 533 226 70 32 NA 64 91 10 1 0 NA NA 4 1 NA 50856 "V. Castellanos" "Valentín Mariano José" "Castellanos Giménez" 25 "Argentina" "178 cm" "70 kg" FALSE "https://media-2.api-sports.io/football/players/50856.png" "1998-10-03" "Mendoza" "Argentina" 1
"442" 1615 "DC United" "https://media.api-sports.io/football/teams/1615.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 28 22 1822 NA "Attacker" "7.188888" FALSE 6 14 7 57 34 19 0 4 NA 457 28 12 9 1 7 215 81 19 5 NA 22 23 0 0 0 NA NA 9 1 NA 12888 "O. Kamara" "Ola" "Williams Kamara" 34 "Norway" "184 cm" "81 kg" FALSE "https://media-2.api-sports.io/football/players/12888.png" "1989-10-15" "Oslo" "Norway" 2
"443" 1609 "New England Revolution" "https://media.api-sports.io/football/teams/1609.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media.api-sports.io/flags/us.svg" 2021 32 22 2193 NA "Attacker" "7.159375" FALSE 10 4 11 94 44 17 0 3 NA 502 19 10 12 1 4 391 199 37 21 NA 49 43 3 0 0 NA NA 0 0 NA 40594 "A. Buksa" "Adam" "Buksa" 27 "Poland" "191 cm" "78 kg" FALSE "https://media.api-sports.io/football/players/40594.png" "1996-07-12" "Kraków" "Poland" 3
"444" 1605 "Los Angeles Galaxy" "https://media-2.api-sports.io/football/teams/1605.png" 253 "Major League Soccer" "USA" "https://media-2.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 21 20 1736 NA "Attacker" "7.425000" FALSE 1 7 1 46 29 17 0 2 NA 398 19 15 12 NA 5 169 86 31 15 NA 44 25 4 0 0 NA NA 1 1 NA 2886 "J. Hernández" "Javier" "Hernández Balcázar" 35 "Mexico" "175 cm" "73 kg" FALSE "https://media-2.api-sports.io/football/players/2886.png" "1988-06-01" "Guadalajara" "Mexico" 4
"445" 1595 "Seattle Sounders" "https://media.api-sports.io/football/teams/1595.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media-2.api-sports.io/flags/us.svg" 2021 27 24 2223 NA "Attacker" "7.038461" FALSE 3 4 3 69 38 17 0 NA NA 456 17 14 3 1 2 171 71 40 19 NA 33 20 6 0 0 NA NA 4 1 NA 51119 "R. Ruidíaz" "Raúl Mario" "Ruidíaz Misitich" 33 "Peru" "169 cm" "65 kg" FALSE "https://media-2.api-sports.io/football/players/51119.png" "1990-07-25" "Lima" "Peru" 5
"446" 1606 "Real Salt Lake" "https://media.api-sports.io/football/teams/1606.png" 253 "Major League Soccer" "USA" "https://media-2.api-sports.io/football/leagues/253.png" "https://media.api-sports.io/flags/us.svg" 2021 36 35 3176 NA "Midfielder" "7.322857" FALSE 1 3 1 71 42 16 0 8 NA 1256 47 28 24 5 9 477 242 32 14 NA 54 52 8 0 0 NA NA 0 0 NA 51208 "D. Kreilach" "Damir" "Kreilach" 34 "Croatia" "186 cm" "79 kg" FALSE "https://media.api-sports.io/football/players/51208.png" "1989-04-16" "Vukovar" "Croatia" 6
"447" 1611 "Sporting Kansas City" "https://media.api-sports.io/football/teams/1611.png" 253 "Major League Soccer" "USA" "https://media-2.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 32 28 2634 NA "Attacker" "7.253125" FALSE 4 6 4 68 39 16 0 8 NA 830 44 19 11 NA 17 182 87 59 25 NA 36 15 4 0 0 NA NA 0 0 NA 51272 "D. Sallói" "Dániel" "Sallói" 27 "Hungary" "185 cm" "70 kg" FALSE "https://media.api-sports.io/football/players/51272.png" "1996-07-19" "Siófok" "Hungary" 7
"448" 1611 "Sporting Kansas City" "https://media.api-sports.io/football/teams/1611.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media.api-sports.io/flags/us.svg" 2021 32 28 2402 NA "Attacker" "7.370967" FALSE 4 6 7 59 35 16 0 7 NA 778 45 18 24 2 23 299 149 101 44 NA 46 24 1 0 0 NA NA 4 0 NA 51271 "J. Russell" "Johnathon Simpson" "Snedden Russell" 33 "Scotland" "178 cm" "79 kg" FALSE "https://media-2.api-sports.io/football/players/51271.png" "1990-04-08" "Glasgow" "Scotland" 8
"449" 1609 "New England Revolution" "https://media.api-sports.io/football/teams/1609.png" 253 "Major League Soccer" "USA" "https://media-2.api-sports.io/football/leagues/253.png" "https://media-2.api-sports.io/flags/us.svg" 2021 31 26 2447 NA "Attacker" "7.303225" FALSE 5 13 5 74 36 15 0 8 NA 739 65 17 24 1 11 196 73 66 26 NA 18 20 2 0 0 NA NA 1 1 NA 35698 "G. Bou" "Gustavo Leonardo" "Bou" 33 "Argentina" "176 cm" "72 kg" FALSE "https://media.api-sports.io/football/players/35698.png" "1990-02-18" "Concordia" "Argentina" 9
"450" 1616 "Los Angeles FC" "https://media-1.api-sports.io/football/teams/1616.png" 253 "Major League Soccer" "USA" "https://media-2.api-sports.io/football/leagues/253.png" "https://media-2.api-sports.io/flags/us.svg" 2021 17 15 1401 NA "Attacker" "7.594117" FALSE 2 6 2 56 32 14 0 2 NA 292 25 12 11 NA 6 215 105 64 31 NA 33 27 5 0 0 NA NA 5 0 NA 41450 "C. Arango" "Cristian Daniel" "Arango Duque" 28 "Colombia" "178 cm" "70 kg" FALSE "https://media.api-sports.io/football/players/41450.png" "1995-03-09" "Medellín" "Colombia" 10
"451" 1597 "FC Dallas" "https://media.api-sports.io/football/teams/1597.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media.api-sports.io/flags/us.svg" 2021 31 24 2099 NA "Attacker" "7.035483" FALSE 7 14 8 54 31 13 0 2 NA 508 31 12 13 3 13 195 72 40 21 NA 19 18 1 0 0 NA NA 0 1 NA 73868 "R. Pepi" "Ricardo Daniel" "Pepi" 20 "USA" "185 cm" "74 kg" FALSE "https://media-1.api-sports.io/football/players/73868.png" "2003-01-09" "El Paso" "USA" 11
"452" 1617 "Portland Timbers" "https://media-1.api-sports.io/football/teams/1617.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 33 25 2299 NA "Attacker" "6.975757" FALSE 8 15 8 55 29 13 0 4 NA 600 34 14 11 2 3 233 110 28 11 NA 44 9 1 0 0 NA NA 1 0 NA 2564 "F. Mora" "Felipe Andrés" "Mora Aliaga" 30 "Chile" "175 cm" "68 kg" FALSE "https://media-1.api-sports.io/football/players/2564.png" "1993-08-02" "Santiago de Chile" "Chile" 12
"453" 1613 "Columbus Crew" "https://media-2.api-sports.io/football/teams/1613.png" 253 "Major League Soccer" "USA" "https://media-1.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 32 28 2624 NA "Midfielder" "7.356250" FALSE 4 6 4 62 33 12 0 4 NA 1065 82 26 25 NA 13 415 186 160 91 NA 64 29 1 0 0 NA NA 1 0 NA 35528 "L. Zelarayán" "Lucas Manuel" "Zelarayán" 31 "Armenia" "172 cm" "70 kg" FALSE "https://media-1.api-sports.io/football/players/35528.png" "1992-06-20" "Córdoba" "Argentina" 13
"454" 1596 "San Jose Earthquakes" "https://media.api-sports.io/football/teams/1596.png" 253 "Major League Soccer" "USA" "https://media-1.api-sports.io/football/leagues/253.png" "https://media-2.api-sports.io/flags/us.svg" 2021 32 31 2275 NA "Midfielder" "7.056250" FALSE 1 26 1 37 23 12 0 3 NA 871 53 22 14 1 7 218 104 81 46 NA 37 15 9 0 0 NA NA 1 0 NA 35879 "J. López" "Javier Eduardo" "López Ramírez" 29 "Mexico" "164 cm" "73 kg" FALSE "https://media-1.api-sports.io/football/players/35879.png" "1994-09-17" "Torreón" "Mexico" 14
"455" 1599 "Philadelphia Union" "https://media-1.api-sports.io/football/teams/1599.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 37 32 2935 NA "Attacker" "6.994594" FALSE 5 10 5 57 32 12 0 3 NA 827 27 15 18 4 5 357 159 37 22 NA 22 29 2 0 0 NA NA 2 0 NA 50750 "K. Przybyłko" "Kacper" "Przybyłko" 30 "Poland" "192 cm" "88 kg" FALSE "https://media-2.api-sports.io/football/players/50750.png" "1993-03-25" "Bielefeld" "Germany" 15
"456" 1608 "Atlanta United FC" "https://media.api-sports.io/football/teams/1608.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media-2.api-sports.io/flags/us.svg" 2021 25 19 1734 NA "Attacker" "6.952000" FALSE 6 10 6 51 22 12 0 NA NA 415 23 14 5 1 3 98 46 15 7 NA 21 7 1 0 1 NA NA 2 0 NA 2460 "J. Martínez" "Josef Alexander" "Martínez Mencia" 30 "Venezuela" "172 cm" "74 kg" FALSE "https://media-2.api-sports.io/football/players/2460.png" "1993-05-19" "Valencia" "Venezuela" 16
"457" 9568 "Inter Miami" "https://media-2.api-sports.io/football/teams/9568.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 30 28 2459 NA "Attacker" "7.113333" FALSE 2 13 2 58 35 12 0 7 NA 703 38 17 19 2 4 223 95 55 32 NA 33 18 4 0 0 NA NA 3 0 NA 2297 "G. Higuaín" "Gonzalo Gerardo" "Higuaín" 36 "Argentina" "186 cm" "89 kg" FALSE "https://media-1.api-sports.io/football/players/2297.png" "1987-12-10" "Brest" "France" 17
"458" 1606 "Real Salt Lake" "https://media.api-sports.io/football/teams/1606.png" 253 "Major League Soccer" "USA" "https://media-1.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 35 35 3137 NA "Midfielder" "7.414285" FALSE 0 4 0 52 33 11 0 7 NA 1508 92 38 22 2 9 195 93 46 32 NA 33 24 6 0 0 NA NA 3 0 NA 51212 "A. Rusnák" "Albert" "Rusnák" 29 "Slovakia" "175 cm" "61 kg" FALSE "https://media-2.api-sports.io/football/players/51212.png" "1994-07-07" "Vyškov" "Czech Republic" 18
"459" 1600 "Houston Dynamo" "https://media-1.api-sports.io/football/teams/1600.png" 253 "Major League Soccer" "USA" "https://media.api-sports.io/football/leagues/253.png" "https://media-2.api-sports.io/flags/us.svg" 2021 31 29 2470 NA "Midfielder" "7.061290" FALSE 2 14 2 42 20 11 0 4 NA 686 22 15 28 6 26 445 208 111 65 NA 43 42 9 0 0 NA NA 3 0 NA 50749 "F. Picault" "Fabrice-Jean" "Picault" 32 "USA" "173 cm" "63 kg" FALSE "https://media-1.api-sports.io/football/players/50749.png" "1991-02-23" "New York" "USA" 19
"460" 1598 "Orlando City SC" "https://media-1.api-sports.io/football/teams/1598.png" 253 "Major League Soccer" "USA" "https://media-2.api-sports.io/football/leagues/253.png" "https://media-1.api-sports.io/flags/us.svg" 2021 19 16 1414 NA "Attacker" "7.022222" FALSE 3 8 3 28 16 11 0 1 NA 182 10 7 6 1 NA 205 110 41 26 NA 41 15 0 0 0 NA NA 3 0 NA 201709 "D. Dike" "Daryl Enyinnaya" "Dike" 23 "USA" NA NA FALSE "https://media-2.api-sports.io/football/players/201709.png" "2000-06-03" "Edmond" "USA" 20
"461" 2279 "Tigres UANL" "https://media-1.api-sports.io/football/teams/2279.png" 262 "Liga MX" "Mexico" "https://media-2.api-sports.io/football/leagues/262.png" "https://media.api-sports.io/flags/mx.svg" 2021 32 32 2798 NA "Attacker" "7.310000" FALSE 0 8 1 117 55 18 0 5 NA 531 38 13 7 2 1 242 95 57 25 NA 21 35 9 0 0 NA NA 4 1 NA 35530 "A. Gignac" "André-Pierre Christian" "Gignac" 38 "France" "186 cm" "84 kg" FALSE "https://media.api-sports.io/football/players/35530.png" "1985-12-05" "Martigues" "France" 1
"462" 2292 "Pachuca" "https://media-1.api-sports.io/football/teams/2292.png" 262 "Liga MX" "Mexico" "https://media-2.api-sports.io/football/leagues/262.png" "https://media.api-sports.io/flags/mx.svg" 2021 38 33 3001 NA "Attacker" "7.023684" FALSE 5 10 5 93 35 17 0 2 NA 554 26 10 25 2 4 376 164 40 17 NA 25 51 5 0 0 NA NA 3 1 NA 36059 "N. Ibáñez" "Nicolás Alejandro" "Ibáñez" 29 "Argentina" "180 cm" "70 kg" FALSE "https://media-1.api-sports.io/football/players/36059.png" "1994-08-23" "Santa Fe" "Argentina" 2
"463" 2314 "Atletico San Luis" "https://media-2.api-sports.io/football/teams/2314.png" 262 "Liga MX" "Mexico" "https://media-2.api-sports.io/football/leagues/262.png" "https://media.api-sports.io/flags/mx.svg" 2021 37 37 3219 NA "Attacker" "7.029729" FALSE 0 7 0 94 45 17 0 5 NA 722 41 13 25 4 18 413 189 79 32 NA 35 45 4 0 1 NA NA 5 2 NA 6485 "G. Berterame" "Germán" "Berterame" 25 "Argentina" "173 cm" "65 kg" FALSE "https://media-2.api-sports.io/football/players/6485.png" "1998-11-13" "Villa María" "Argentina" 3
"464" 2283 "Atlas" "https://media-1.api-sports.io/football/teams/2283.png" 262 "Liga MX" "Mexico" "https://media-1.api-sports.io/football/leagues/262.png" "https://media-1.api-sports.io/flags/mx.svg" 2021 42 41 3555 NA "Attacker" "7.122500" FALSE 1 22 1 63 29 16 0 6 NA 905 56 14 15 2 7 629 303 24 15 NA 49 29 1 0 1 NA NA 4 2 NA 35792 "J. Furch" "Julio César" "Furch" 34 "Argentina" "189 cm" "87 kg" FALSE "https://media-2.api-sports.io/football/players/35792.png" "1989-07-29" "Winifreda" "Argentina" 4
